









Frequency of observations in the selected location(s).:
Number of taxa: 	532

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Ring-necked Duck x Lesser Scaup (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.836E-4	0.0	0.0	0.0	0.0	3.942E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greater/Lesser Scaup	0.0092501	0.0122466	0.0133206	0.0177474	0.0154229	0.0131747	0.0148686	0.0208644	0.011542	0.0106383	0.0133278	0.0135252	0.0070093	0.0066914	0.0039417	0.0062794	0.0033125	0.0015823	0.0019084	8.295E-4	0.0011689	0.0011223	0.004917	0.0020274	0.0011772	0.0012055	5.807E-4	7.899E-4	9.492E-4	0.0046948	4.625E-4	6.103E-4	0.0015	0.0	0.0027088	0.0023826	0.0036825	0.0083811	0.0061004	0.0091444	0.0135542	0.0127901	0.0129601	0.0091743	0.0113575	0.0083293	0.0068399	0.0064632	
Ring-necked Duck x scaup sp. (hybrid)	3.304E-4	0.0	9.515E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.829E-4	0.0	0.0	0.0	0.0	
Aythya sp.	0.0	0.0	4.757E-4	0.0	0.0	8.5E-4	0.0	0.0	4.617E-4	0.0	0.0	0.0	7.788E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.949E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.092E-4	0.0	0.0	3.266E-4	5.02E-4	4.737E-4	0.0	0.0	0.0	4.9E-4	0.0	3.591E-4	
Steller's Eider	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
King Eider	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	
Harlequin Duck	0.1387512	0.1423142	0.1493815	0.1331058	0.1223881	0.1342966	0.1196404	0.1122702	0.1144968	0.1179884	0.1091212	0.1076259	0.1098131	0.102974	0.0926291	0.0907378	0.0552079	0.0518196	0.0343511	0.0298631	0.0286382	0.037037	0.0331899	0.03852	0.0388464	0.0518385	0.0360046	0.043049	0.0469862	0.0641628	0.0555042	0.0820873	0.0899194	0.1212646	0.1250564	0.1272975	0.143617	0.1557124	0.1637729	0.1701502	0.1651606	0.1894837	0.1441161	0.143409	0.1400757	0.1273885	0.1085271	0.135368	
Surf Scoter	0.1840106	0.2060811	0.2145576	0.2017065	0.1631841	0.1818955	0.164592	0.1505216	0.1837488	0.1866538	0.1516035	0.1289209	0.1137072	0.1118959	0.1024832	0.0913658	0.069194	0.0577532	0.038645	0.0244712	0.0163647	0.0230079	0.0233559	0.0207805	0.0158917	0.0216998	0.0319396	0.0315956	0.0393925	0.0479917	0.0407031	0.0500458	0.0620968	0.0809874	0.1083521	0.1245745	0.1452537	0.1790913	0.169404	0.1832136	0.1726908	0.1984841	0.1674443	0.184452	0.1622499	0.1695247	0.1769266	0.1669659	
White-winged Scoter	0.0327056	0.046875	0.0409134	0.0498294	0.0318408	0.0335742	0.026971	0.0233482	0.0235457	0.02853	0.027905	0.0181295	0.019081	0.0226766	0.0244383	0.0169545	0.0184026	0.0217563	0.0138359	0.0074658	0.0099357	0.006734	0.0073755	0.0070958	0.0041201	0.0072333	0.0063879	0.0082938	0.010916	0.0109546	0.0064755	0.0100702	0.0116935	0.0207882	0.020316	0.0330157	0.0458265	0.0635201	0.0572501	0.0617244	0.0567269	0.0691615	0.056506	0.0555287	0.0432666	0.0431161	0.0506156	0.043447	
Black Scoter	0.0049554	0.0025338	0.0047574	0.003413	4.975E-4	0.0055249	0.0017289	0.0059613	0.0046168	0.0024178	0.0041649	0.0028777	0.0058411	0.0026022	0.0031533	0.0018838	7.361E-4	3.956E-4	9.542E-4	0.0	0.0	0.0	6.146E-4	5.068E-4	0.0	0.0	0.0	3.949E-4	4.746E-4	0.0010433	4.625E-4	3.052E-4	8.065E-4	0.0012993	0.0	3.404E-4	4.092E-4	0.0026467	0.0046926	0.0045722	0.00251	0.0037897	0.005184	0.0014486	0.0027042	0.0019598	0.004104	0.0043088	
Surf/Black Scoter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.617E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.515E-4	0.0	0.0	0.0	0.0	0.0	5.02E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
scoter sp.	0.0026429	0.0050676	0.0042816	0.005802	0.0044776	0.0076498	0.0051867	0.0029806	0.0060018	0.0033849	0.0033319	0.0020144	0.001947	0.0048327	0.0015767	0.0025118	0.0014722	7.911E-4	0.0023855	0.0016591	0.0	0.0	6.146E-4	5.068E-4	0.0011772	0.0	0.0023229	0.0011848	0.0018984	0.0026082	9.251E-4	0.0030516	0.0016129	0.0051971	0.0027088	0.0051055	0.0032733	0.01191	0.0042234	0.0058785	0.003012	0.0052108	0.002592	0.0014486	0.0043267	0.0039196	0.005016	0.0050269	
Long-tailed Duck	0.0469111	0.0637669	0.0637488	0.0668942	0.0383085	0.0667233	0.041148	0.0427223	0.0457064	0.0527079	0.0403998	0.0178417	0.0268692	0.0252788	0.0177375	0.0156986	0.0125138	0.0079114	0.0028626	4.148E-4	0.0015	5.612E-4	0.0	0.0	0.0	6.028E-4	0.0	0.0015	0.0018984	0.0010433	0.0013876	0.0012206	0.0	0.0015	0.0	0.0	0.0020458	0.0070578	0.0140779	0.0261267	0.0426707	0.0459498	0.0362882	0.054563	0.055165	0.055365	0.0606475	0.0495512	
Bufflehead	0.3858606	0.4345439	0.4414843	0.4174061	0.4014925	0.4079898	0.3599585	0.414307	0.4081256	0.405706	0.3669304	0.3456115	0.3243769	0.3252788	0.2810406	0.2244898	0.1163047	0.0510285	0.014313	0.0062215	0.0017534	5.612E-4	6.146E-4	0.0	0.0	0.0	0.0	0.0	9.492E-4	0.0	0.0013876	6.103E-4	0.0020161	0.0012993	0.0013544	0.0013615	0.002455	0.0273489	0.0525575	0.1645983	0.2836345	0.368072	0.3561431	0.3568324	0.3482964	0.3699167	0.378477	0.3741472	
Common Goldeneye	0.1648497	0.1794764	0.1831589	0.1853242	0.1492537	0.1861453	0.156639	0.1520119	0.1634349	0.1702128	0.1357768	0.1004317	0.0743769	0.064684	0.0413875	0.0166405	0.0077291	0.0039557	0.0033397	0.0029034	5.845E-4	0.0011223	0.0015	5.068E-4	5.886E-4	0.0018083	0.0011614	3.949E-4	4.746E-4	0.0	0.0	3.052E-4	4.032E-4	8.662E-4	4.515E-4	0.0044248	0.0036825	0.0035289	0.0037541	0.0058785	0.0155622	0.0587399	0.0782789	0.1120232	0.1043807	0.1592357	0.1591427	0.1464991	
Barrow's Goldeneye	0.0274199	0.0287162	0.0261656	0.0255973	0.021393	0.0288993	0.0283541	0.0268256	0.0267775	0.0309478	0.0270721	0.0152518	0.0206386	0.0118959	0.0078833	0.0047096	7.361E-4	0.0011867	0.0014313	8.295E-4	5.845E-4	0.0015	6.146E-4	0.0	0.0	0.0	0.0	3.949E-4	0.0	0.0	4.625E-4	6.103E-4	0.0	0.0017324	0.0	6.807E-4	0.0015	0.0013233	0.0018771	0.0042456	0.0125502	0.0170535	0.0171073	0.0241429	0.0221741	0.0308672	0.0323757	0.0308797	
Common x Barrow's Goldeneye (hybrid)	0.0	4.223E-4	4.757E-4	3.413E-4	0.0015	0.0015	0.0	0.0	4.617E-4	0.0	4.165E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.799E-4	0.0	0.0015	
Common/Barrow's Goldeneye	0.0039643	0.0038007	0.0038059	0.0054608	0.00199	0.0067998	0.0041494	0.0034774	0.0023084	0.0033849	0.002499	0.0051799	0.0023364	0.0033457	3.942E-4	9.419E-4	0.0015	0.0	0.0	4.148E-4	0.0	0.0	6.146E-4	0.0	0.0	6.028E-4	0.0	0.0	4.746E-4	0.0	0.0	0.0	0.0	0.0	4.515E-4	3.404E-4	4.092E-4	0.0	4.693E-4	0.0	0.001506	0.0028423	0.0020736	0.0038629	0.0037858	0.0044096	0.003648	0.0010772	
Hooded Merganser	0.2031715	0.2081926	0.2121789	0.1931741	0.2154229	0.1912452	0.1843015	0.1967213	0.1971376	0.2132495	0.1686797	0.1427338	0.1222741	0.1037175	0.0792274	0.0477237	0.0360692	0.0288766	0.0276718	0.0240564	0.0239626	0.0185185	0.0233559	0.0278763	0.0270747	0.0361664	0.0429733	0.0414692	0.0441386	0.0620762	0.053654	0.0549283	0.0633065	0.0623647	0.0654628	0.0605854	0.0822422	0.0873401	0.0863444	0.1352057	0.1832329	0.1847466	0.190254	0.2037663	0.216874	0.2288094	0.2234382	0.1982047	
Common Merganser	0.222002	0.2685811	0.244529	0.2337884	0.2422886	0.2333192	0.2019364	0.2230502	0.2289935	0.2132495	0.1645148	0.1211511	0.1172118	0.0713755	0.0595191	0.0458399	0.0264998	0.0189873	0.0133588	0.0111987	0.0140269	0.0129068	0.0122926	0.00963	0.0105945	0.0126582	0.0121951	0.007109	0.0056953	0.0135629	0.0124884	0.0134269	0.0157258	0.0207882	0.0284424	0.0285909	0.0413257	0.0524923	0.0417644	0.0607446	0.0888554	0.1108479	0.1378953	0.1810719	0.2255273	0.2297893	0.1992704	0.2111311	
Red-breasted Merganser	0.1757516	0.2115709	0.2069458	0.1948805	0.1641791	0.1895453	0.1659751	0.1733731	0.1897507	0.1706963	0.1245314	0.1156835	0.1121495	0.1156134	0.0902641	0.0797488	0.0445344	0.0237342	0.014313	0.0045624	5.845E-4	5.612E-4	0.0018439	0.0	0.0	0.0	0.0015	0.0	0.0014238	0.0026082	0.0027752	0.0027464	0.0044355	0.0051971	0.0063205	0.0115725	0.0159574	0.0458756	0.0497419	0.0865447	0.121988	0.1591663	0.1477449	0.1607919	0.1465657	0.1675649	0.1814865	0.1691203	
Common/Red-breasted Merganser	9.911E-4	8.446E-4	0.0023787	3.413E-4	9.95E-4	0.0	0.0024205	9.935E-4	9.234E-4	0.0015	0.0012495	0.0	0.0015576	0.0011152	0.0015767	0.0	0.0011042	3.956E-4	0.0	4.148E-4	0.0	0.0	0.0	0.0010137	0.0015	6.028E-4	0.0	3.949E-4	0.0014238	0.0020866	0.0	9.155E-4	4.032E-4	0.0	4.515E-4	0.0013615	4.092E-4	0.0017644	0.0042234	0.0032658	0.003012	0.0042634	0.005184	0.0014486	0.0016225	0.0024498	0.001824	0.0028725	
merganser sp.	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	3.942E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.052E-4	0.0015	0.0	0.0	0.0	4.092E-4	4.411E-4	0.0	0.0015	0.0	4.737E-4	0.0	0.0	0.0	0.0015	0.0	0.0	
Ruddy Duck	0.0218038	0.0291385	0.036156	0.0382253	0.0323383	0.0263493	0.0231674	0.0188773	0.0193906	0.016441	0.0166597	0.0169784	0.0073988	0.0081784	0.0043358	0.0025118	0.0040486	0.0039557	9.542E-4	0.0012443	0.0017534	5.612E-4	0.0043024	5.068E-4	0.0	0.0015	5.807E-4	0.0	0.0015	5.216E-4	9.251E-4	0.0018309	0.0028226	0.0012993	0.0036117	6.807E-4	0.0036825	0.0132333	0.0164242	0.0267799	0.0251004	0.0208432	0.0279938	0.0260744	0.0200108	0.0244978	0.0191518	0.0157989	
duck sp.	0.0132144	0.0139358	0.0123692	0.0102389	0.0094527	0.0110497	0.0159059	0.0124193	0.0064635	0.0072534	0.0083299	0.007482	0.0038941	0.005948	0.007095	0.0075353	0.006625	0.0039557	0.0028626	0.0045624	0.0023378	0.0039282	0.0024585	5.068E-4	0.0035315	0.0012055	0.0029036	0.0035545	0.0052207	0.010433	0.0046253	0.0103753	0.0084677	0.0134257	0.0081264	0.0091899	0.0155483	0.0189678	0.0164242	0.019595	0.0160643	0.0217906	0.0202177	0.0207629	0.01298	0.0176384	0.0136799	0.0154399	
waterfowl sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.092E-4	0.0013233	4.693E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mountain Quail	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.068E-4	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
California Quail	0.0346878	0.0380068	0.0356803	0.0382253	0.0373134	0.0437739	0.0449516	0.0402385	0.0392428	0.049323	0.059142	0.0621583	0.0724299	0.0769517	0.0989358	0.111146	0.1339713	0.1550633	0.1789122	0.1957694	0.1560491	0.1386083	0.1081746	0.1023822	0.0977045	0.0880048	0.0847851	0.1378357	0.1300427	0.1314554	0.1174838	0.1113824	0.1052419	0.103508	0.1024831	0.1051736	0.1145663	0.1049846	0.0722665	0.0548661	0.0436747	0.0450024	0.0388802	0.044423	0.0438075	0.0529152	0.0743274	0.0657092	
Indian Peafowl (Domestic type)	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ring-necked Pheasant	3.304E-4	8.446E-4	0.0028544	0.0023891	0.0014925	8.5E-4	0.0024205	4.968E-4	0.0027701	4.836E-4	0.0108288	0.003741	0.0066199	0.0070632	0.0082775	0.0037677	0.0077291	0.0051424	0.0066794	0.0049772	0.0046756	0.0022447	0.0012293	0.0015205	5.886E-4	0.0	0.0011614	0.0011848	4.746E-4	0.0010433	4.625E-4	9.155E-4	4.032E-4	8.662E-4	9.029E-4	0.0013615	8.183E-4	0.0026467	4.693E-4	0.0019595	0.001004	9.474E-4	0.0010368	0.0024143	5.408E-4	0.0024498	0.00228	0.0014363	
Gray Partridge	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Ruffed Grouse	6.607E-4	4.223E-4	0.0	0.0010239	0.0	4.25E-4	3.458E-4	0.0	0.0	0.0	0.0015	0.0014388	0.0027259	0.0033457	0.0031533	0.0034537	0.0036805	0.0059335	0.0066794	0.0024886	0.0052601	0.0011223	0.0018439	0.0030411	0.0017657	0.0024111	0.0015	7.899E-4	0.0014238	5.216E-4	9.251E-4	9.155E-4	0.0012097	4.331E-4	0.0	0.0010211	0.0015	0.0022056	0.0	3.266E-4	0.0015	0.0015	5.184E-4	9.657E-4	0.0015	0.0	0.0015	3.591E-4	
Rock Ptarmigan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sooty Grouse	0.0	4.223E-4	0.0015	0.0	0.0	0.001275	3.458E-4	9.935E-4	9.234E-4	0.0	0.0020825	0.0031655	0.0038941	0.0092937	0.0153725	0.0128728	0.0092013	0.0090981	0.0081107	0.0082953	0.0105202	0.0056117	0.0024585	0.006589	0.0035315	0.0030139	0.0011614	0.0011848	0.0	0.0015649	4.625E-4	6.103E-4	0.0	4.331E-4	4.515E-4	0.0010211	8.183E-4	0.0	0.0015	0.0015	0.0	4.737E-4	0.0	0.0015	0.0	0.0	4.56E-4	0.0	
grouse sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14E-4	0.0	0.0	4.771E-4	0.0	5.845E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.56E-4	0.0	
Wild Turkey	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.949E-4	0.0015	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wild Turkey (Domestic type)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pied-billed Grebe	0.0482326	0.0625	0.0632731	0.062116	0.0716418	0.0526987	0.0497925	0.0725286	0.0710988	0.0744681	0.0712203	0.068777	0.0689252	0.0498141	0.0437525	0.0141287	0.0132499	0.0110759	0.0114504	0.0099544	0.0187025	0.0095398	0.0061463	0.0091232	0.0129488	0.013261	0.018583	0.0209321	0.0280019	0.0307773	0.0365402	0.0573695	0.071371	0.0714595	0.0790068	0.0673928	0.0818331	0.0899868	0.0910371	0.1028739	0.0973896	0.0947418	0.099015	0.1018831	0.0984316	0.0837825	0.0528956	0.0588869	
Horned Grebe	0.1136439	0.1342905	0.1137012	0.1191126	0.0771144	0.1236719	0.0919779	0.0794834	0.0978763	0.1131528	0.089546	0.068777	0.0747664	0.0832714	0.0654316	0.0364207	0.0150902	0.0039557	4.771E-4	0.0024886	0.0046756	0.0011223	0.0018439	0.0045616	0.0011772	0.0012055	0.0023229	3.949E-4	0.0061699	0.0	0.0064755	0.0067135	0.0129032	0.0337809	0.0297968	0.0520762	0.0658756	0.1160124	0.1210699	0.134226	0.1350402	0.1468498	0.128564	0.1337518	0.1087074	0.1430671	0.125399	0.1116697	
Red-necked Grebe	0.0934919	0.1211993	0.1146527	0.1095563	0.0810945	0.0832979	0.0705394	0.0685544	0.0720222	0.0696325	0.0533111	0.0425899	0.0478972	0.0576208	0.0536066	0.0427002	0.027972	0.0221519	0.0071565	0.0016591	0.0023378	5.612E-4	6.146E-4	0.0015	0.0011772	0.0012055	0.0011614	0.0031596	0.0037969	0.0109546	0.0212766	0.0286848	0.0346774	0.0467735	0.0523702	0.0609258	0.0703764	0.1076312	0.0957297	0.1126715	0.1149598	0.1359545	0.1119751	0.1173346	0.0930233	0.1073003	0.0989512	0.0929982	
Eared Grebe	0.003634	0.0076014	0.0085633	0.0143345	0.0044776	0.0084998	0.003112	0.0049677	0.0027701	0.0033849	0.0037484	0.0011511	7.788E-4	0.0026022	7.883E-4	3.14E-4	0.0015	0.0	0.0	0.0	0.0	0.0011223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	4.331E-4	4.515E-4	0.0020422	0.0015	0.0035289	0.0028156	6.532E-4	0.0050201	0.0090005	0.0020736	0.00676	5.408E-4	0.0078393	0.0063839	0.0046679	
Horned/Eared Grebe	3.304E-4	0.0012669	0.0014272	0.0010239	4.975E-4	0.0017	0.0010373	9.935E-4	4.617E-4	0.0	0.0012495	8.633E-4	0.0015576	0.0	0.0	0.0015	3.681E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.028E-4	0.0	3.949E-4	0.0	0.0	0.0	0.0	0.0	8.662E-4	4.515E-4	0.0	0.0012275	0.0022056	9.385E-4	0.0019595	0.001004	4.737E-4	0.0031104	4.829E-4	5.408E-4	4.9E-4	4.56E-4	0.0014363	
Western Grebe	0.0270895	0.0456081	0.0313987	0.0358362	0.0243781	0.0356991	0.0242047	0.0144064	0.0207756	0.0222437	0.0249896	0.0152518	0.0221963	0.0219331	0.0185258	0.0191523	0.0106735	0.0071203	0.0028626	0.0016591	0.0011689	0.0016835	6.146E-4	0.0	0.0015	0.0015	5.807E-4	3.949E-4	9.492E-4	0.0010433	0.0027752	0.0015258	0.0060484	0.0108272	0.0148984	0.0214432	0.0409165	0.0573445	0.0572501	0.0623775	0.0532129	0.052108	0.056506	0.0415258	0.0319091	0.0416463	0.0387597	0.0466786	
Clark's Grebe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.878E-4	0.0015	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	4.092E-4	0.0015	0.0037541	0.0013063	5.02E-4	9.474E-4	0.0	0.0	5.408E-4	0.0	0.0	7.181E-4	
Western/Clark's Grebe	3.304E-4	0.0	0.0	6.826E-4	0.0	4.25E-4	3.458E-4	0.0	4.617E-4	4.836E-4	0.0	0.0	0.0	0.0	3.942E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.331E-4	4.515E-4	6.807E-4	0.0	0.0015	0.0028156	6.532E-4	5.02E-4	0.0	0.0	0.0014486	5.408E-4	0.0	0.0	0.0	
grebe sp.	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.886E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.331E-4	0.0	3.404E-4	4.092E-4	0.0	9.385E-4	0.0015	0.0	0.0	0.0	4.829E-4	0.0	0.0	0.0	0.0	
Rock Pigeon	0.1057152	0.1055743	0.1146527	0.1075085	0.1	0.0973226	0.0940526	0.0914059	0.1020314	0.0793037	0.0999584	0.0892086	0.0989097	0.0973978	0.0843516	0.099843	0.083548	0.0779272	0.0782443	0.0837827	0.0958504	0.1032548	0.0897357	0.1054232	0.1135962	0.1205546	0.1132404	0.1169036	0.1314665	0.1314554	0.1304348	0.1141288	0.1278226	0.1242962	0.1142212	0.1007488	0.1035188	0.0952801	0.1116847	0.1436969	0.123494	0.1383231	0.120788	0.1240946	0.1108707	0.1063204	0.1030552	0.0937163	
Band-tailed Pigeon	0.0019822	0.0012669	0.0038059	0.0061433	0.0039801	0.0017	0.0082988	0.0089419	0.0087719	0.0145068	0.0216576	0.0258993	0.0342679	0.0390335	0.0595191	0.0590267	0.0581524	0.059731	0.0820611	0.0887599	0.0829924	0.0712682	0.0663798	0.0572732	0.0670983	0.0560579	0.0632985	0.0880727	0.0840057	0.1011998	0.1068455	0.1138236	0.1318548	0.1580771	0.1620767	0.1766508	0.1194763	0.0785179	0.033787	0.0019595	0.001004	9.474E-4	0.002592	0.00338	5.408E-4	0.0014699	0.00228	0.0028725	
Eurasian Collared-Dove	0.0426165	0.0337838	0.0294957	0.034471	0.0278607	0.0331492	0.0314661	0.0322901	0.0277008	0.0280464	0.0337359	0.0388489	0.0447819	0.0475836	0.054395	0.0706436	0.0839161	0.1016614	0.1078244	0.1024471	0.0923437	0.1015713	0.0866626	0.0881906	0.0924073	0.087402	0.1144019	0.1244076	0.1219744	0.1090245	0.1012951	0.0982606	0.0927419	0.0818536	0.0785553	0.0816882	0.0646481	0.0480812	0.0473956	0.0375572	0.0336345	0.0241592	0.034733	0.0270401	0.0302866	0.0313572	0.0332877	0.0287253	
Streptopelia sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.032E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-winged Dove	0.0	4.223E-4	4.757E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.052E-4	0.0	0.0	4.515E-4	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mourning Dove	0.0151966	0.0139358	0.0147479	0.0146758	0.0104478	0.0135997	0.0089903	0.0054645	0.0124654	0.012089	0.0170762	0.0247482	0.0218069	0.0200743	0.0228616	0.0156986	0.0261318	0.0308544	0.0252863	0.0364994	0.037405	0.0381594	0.0350338	0.0339584	0.0429665	0.0415913	0.0365854	0.0379147	0.0398671	0.0307773	0.0300648	0.0250229	0.0229839	0.0229537	0.0239278	0.0207624	0.0241408	0.02382	0.0154857	0.023514	0.0185743	0.0189484	0.0259202	0.01352	0.0124392	0.0176384	0.0241678	0.0125673	
pigeon/dove sp.	0.0	0.0021115	0.0	0.0	0.0	4.25E-4	0.0024205	0.0015	4.617E-4	0.0	0.0	0.0015	7.788E-4	3.717E-4	0.0	0.0012559	0.0033125	0.0019778	9.542E-4	0.0029034	0.0017534	0.0	6.146E-4	5.068E-4	0.0017657	0.0	0.0017422	0.0023697	9.492E-4	0.0010433	0.0	6.103E-4	8.065E-4	0.0038978	0.0022573	0.0023826	0.0016367	0.0	4.693E-4	3.266E-4	5.02E-4	4.737E-4	0.0010368	9.657E-4	0.0010817	4.9E-4	0.0	3.591E-4	
