









Frequency of observations in the selected location(s).:
Number of taxa: 	532

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Black-bellied Plover	0.0561612	0.0363176	0.0294957	0.0232082	0.0228856	0.0220994	0.0179806	0.0198708	0.010157	0.016441	0.0079134	0.0083453	0.0128505	0.0189591	0.0287741	0.0251177	0.0283401	0.0106804	0.0052481	0.0024886	0.0	5.612E-4	6.146E-4	0.0	5.886E-4	0.005425	0.0098722	0.0248815	0.0280019	0.0307773	0.0370028	0.0408911	0.0383065	0.0433088	0.034763	0.0401634	0.0376432	0.0304367	0.0366025	0.0460483	0.0532129	0.0412127	0.0471747	0.0294544	0.029205	0.0323371	0.0305518	0.0201077	
American Golden-Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.956E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	5.807E-4	0.0	0.0	0.0015	0.0	3.052E-4	4.032E-4	0.0015	0.0015	0.0071477	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	5.408E-4	0.0	0.0	0.0	
Pacific Golden-Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006625	0.0011867	9.542E-4	4.148E-4	0.0	0.0	0.0	0.0	0.0	0.0018083	0.0	0.0	0.0015	0.0	0.0	0.0015258	0.0015	0.0017324	0.0027088	0.003744	4.092E-4	0.0015	0.0061004	0.0022861	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American/Pacific Golden-Plover (Lesser Golden-Plover)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	3.956E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0015	4.032E-4	8.662E-4	0.0	0.0010211	0.0	4.411E-4	4.693E-4	0.0015	0.0	4.737E-4	0.0	0.0	0.0	0.0	0.0	0.0	
golden-plover sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0010211	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-bellied Plover/golden-plover sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	3.956E-4	0.0	4.148E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.746E-4	0.0	0.0	0.0015	0.0	0.0015	0.0015	0.0	0.0	4.411E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lesser Sand-Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.899E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Semipalmated Plover	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.788E-4	0.0	0.0027592	0.0251177	0.0272359	0.025712	0.0076336	0.0016591	0.0017534	0.0	0.0	5.068E-4	0.0029429	0.0120555	0.0220674	0.0272512	0.0374941	0.0443401	0.0490287	0.0451633	0.0193548	0.0125595	0.0058691	0.0040844	0.0020458	0.0015	9.385E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	
Killdeer	0.074331	0.0637669	0.0432921	0.0385666	0.0557214	0.080748	0.0608575	0.0680576	0.0747922	0.0981625	0.1032903	0.1067626	0.1121495	0.1230483	0.142294	0.1651491	0.1751932	0.1657437	0.1727099	0.1223559	0.1163063	0.1032548	0.1038722	0.1039027	0.1118305	0.1440627	0.1370499	0.1540284	0.1566208	0.1768388	0.1692877	0.1681416	0.1596774	0.1515808	0.1349887	0.1307012	0.1219313	0.1296868	0.0943219	0.085565	0.0758032	0.0573188	0.0585796	0.0584259	0.0546241	0.0705537	0.0747834	0.0412926	
plover sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.681E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.949E-4	0.0	5.216E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Upland Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.746E-4	0.0	0.0	0.0018309	4.032E-4	0.0012993	9.029E-4	0.0	0.0	0.0052933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Whimbrel	3.304E-4	0.0	0.0	3.413E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0011682	0.002974	0.0090658	0.022606	0.0316526	0.0332278	0.014313	0.0078805	0.0052601	0.0028058	6.146E-4	0.0015	5.886E-4	0.0030139	0.0017422	7.899E-4	0.0042715	0.0041732	0.0055504	0.0088496	0.003629	0.0025985	0.0018059	0.0010211	0.0020458	8.822E-4	0.0023463	9.798E-4	0.001004	0.0	0.0	0.0015	0.0	4.9E-4	0.0015	3.591E-4	
Long-billed Curlew	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.878E-4	0.0	3.717E-4	0.0074892	9.419E-4	0.0014722	7.911E-4	4.771E-4	4.148E-4	0.0015	5.612E-4	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0014238	0.0020866	4.625E-4	3.052E-4	0.0	8.662E-4	4.515E-4	3.404E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bar-tailed Godwit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042722	4.032E-4	0.0015	0.0	3.404E-4	4.092E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Hudsonian Godwit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0033125	3.956E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Marbled Godwit	0.0015	0.0	0.0	0.0	0.0	4.25E-4	0.0	0.0	0.0	4.836E-4	0.0	0.0011511	0.0	0.0	3.942E-4	0.0069074	0.0106735	0.0067247	4.771E-4	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0030139	5.807E-4	0.0011848	0.0118652	0.0010433	0.0	0.0	4.032E-4	0.0015	0.006772	0.0115725	0.0028642	0.0022056	0.0037541	0.0026127	0.0035141	4.737E-4	0.0041472	0.0	0.0	0.0	0.0	0.0015	
godwit sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0015	0.0	0.0	0.0	3.404E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruddy Turnstone	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.878E-4	0.0	0.0	7.883E-4	6.279E-4	0.0029444	0.0059335	4.771E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0030139	0.0029036	0.0039494	0.0033223	0.0015649	0.0023127	0.0048825	0.0020161	0.0030316	0.0015	0.0010211	4.092E-4	8.822E-4	0.0042234	6.532E-4	0.0	4.737E-4	0.0010368	4.829E-4	0.0	9.799E-4	0.0015	7.181E-4	
Black Turnstone	0.132144	0.1347128	0.1217888	0.0836177	0.0766169	0.0743731	0.0670816	0.0506706	0.0609418	0.0604449	0.0566431	0.0420144	0.0533489	0.0605948	0.0500591	0.0379906	0.0106735	0.0035601	4.771E-4	0.0015	5.845E-4	0.0	0.0	0.0	0.0011772	0.0066305	0.0150987	0.0351501	0.043664	0.0537298	0.066605	0.0860543	0.091129	0.1104374	0.1088036	0.1051736	0.1027005	0.1054257	0.1215392	0.1358589	0.1300201	0.1406916	0.1228616	0.1260261	0.1141157	0.1117099	0.0921113	0.1066427	
Red Knot	0.0	0.0	9.515E-4	0.0	0.0015	0.0	3.458E-4	0.0	0.0	0.0015	4.165E-4	0.0	0.0	0.0	7.883E-4	0.0015	3.681E-4	3.956E-4	4.771E-4	4.148E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0045774	0.0028226	0.0012993	4.515E-4	0.0017018	0.0012275	8.822E-4	4.693E-4	0.0015	0.0050201	0.0018948	5.184E-4	9.657E-4	0.0	0.0014699	0.003192	0.0	
Surfbird	0.0465808	0.0434966	0.0347288	0.0293515	0.0253731	0.0203995	0.0200553	0.0153999	0.0175439	0.0222437	0.0208247	0.0126619	0.0089564	0.0115242	0.0067008	0.0037677	0.0	7.911E-4	0.0	0.0	0.0	0.0	6.146E-4	0.0	0.0015	0.0024111	0.0034843	0.007109	0.0037969	0.0166927	0.013876	0.0170888	0.0274194	0.0259853	0.0266366	0.0299523	0.0380524	0.0410234	0.0309714	0.0460483	0.0486948	0.0397916	0.0305858	0.0362144	0.02596	0.0274375	0.0223438	0.0287253	
Ruff	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0021361	0.0	8.662E-4	0.006772	0.0010211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sharp-tailed Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0012097	0.0030316	0.0015	6.807E-4	4.092E-4	4.411E-4	4.693E-4	0.0016329	5.02E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Stilt Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0028477	5.216E-4	4.625E-4	0.0015	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Curlew Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	5.807E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-necked Stint	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.052E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sanderling	0.0066072	0.0160473	0.0133206	0.0109215	0.0039801	0.0050999	0.007953	0.0074516	0.0046168	0.0077369	0.0087464	0.0025899	0.001947	0.002974	0.0019708	0.0028257	0.0051527	0.0019778	0.0	8.295E-4	0.0	0.0	0.0	0.0	0.0	0.005425	0.0063879	0.0106635	0.0090176	0.0151278	0.0148011	0.0198352	0.0241935	0.0233867	0.0081264	0.0074881	0.0020458	0.0026467	0.0023463	0.0032658	0.0050201	0.0080531	0.0067392	0.0106229	0.0037858	0.0073493	0.0109439	0.0075404	
Dunlin	0.0667327	0.0489865	0.0451951	0.0361775	0.0308458	0.0352741	0.0290456	0.023845	0.0249307	0.0198259	0.0191587	0.0164029	0.0186916	0.0256506	0.0465116	0.0634223	0.0493191	0.0336234	0.014313	0.0037329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.949E-4	4.746E-4	0.0015	9.251E-4	0.0	4.032E-4	0.0030316	0.0076749	0.0139551	0.0188216	0.0291134	0.0539653	0.0904637	0.0793173	0.0577925	0.0435459	0.0386287	0.02596	0.0352768	0.0323757	0.0301616	
Rock Sandpiper	0.0029732	4.223E-4	0.0015	0.0013652	0.0029851	0.0017	0.0024205	0.0029806	9.234E-4	0.0062863	0.0041649	0.0011511	0.0011682	3.717E-4	0.0015	0.0015	3.681E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.899E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	4.092E-4	0.0	0.0051619	0.0035924	0.0080321	0.0028423	5.184E-4	0.0024143	0.0010817	0.0014699	0.001824	0.0032316	
Purple Sandpiper	0.012884	0.0016892	0.0014272	6.826E-4	0.0	0.0	3.458E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.942E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.181E-4	
Rock/Purple Sandpiper	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Baird's Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.717E-4	0.0067008	9.419E-4	0.0011042	3.956E-4	0.0	0.0	0.0	0.0	0.0	0.0	5.886E-4	6.028E-4	0.0017422	0.0031596	0.0185097	0.0260824	0.0300648	0.0262435	0.0125	0.0155912	0.0049661	0.0017018	4.092E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Little Stint	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072581	0.0012993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Least Sandpiper	0.0	0.0	0.0	6.826E-4	0.0	0.0	6.916E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0018587	0.0315333	0.1105181	0.1012146	0.0514241	0.0114504	0.0012443	5.845E-4	5.612E-4	0.0012293	0.0060821	0.0606239	0.1042797	0.0981417	0.1007109	0.1623161	0.1737089	0.1706753	0.1391517	0.0931452	0.0558683	0.0419865	0.0119129	0.0053191	0.0035289	0.0014078	0.0016329	0.0	4.737E-4	0.0010368	0.0015	5.408E-4	4.9E-4	0.0015	0.0	
White-rumped Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.032E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Buff-breasted Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.625E-4	0.0021361	0.0072581	0.0051971	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pectoral Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036805	0.0237342	0.0271947	0.0058067	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0023229	0.0039494	0.0033223	0.0041732	0.0055504	0.0128166	0.0185484	0.0181897	0.0311512	0.019401	0.0139116	0.0127922	0.0023463	0.0019595	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Semipalmated Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.942E-4	0.0012559	0.0014722	0.0059335	0.0019084	0.0016591	0.0	0.0	0.0	5.068E-4	0.0058858	0.013261	0.0127758	0.0094787	0.0151875	0.0140845	0.0087882	0.0122063	0.003629	0.004764	9.029E-4	6.807E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Sandpiper	0.0	0.0	0.0	3.413E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0040892	0.0287741	0.0832025	0.0806036	0.0621044	0.0310115	0.0033181	5.845E-4	5.612E-4	0.0018439	0.0101368	0.0553267	0.0807715	0.0801394	0.0912322	0.135738	0.1752739	0.1517114	0.1367104	0.1116935	0.098744	0.062754	0.0418652	0.0163666	0.0061756	0.0042234	0.0048988	0.0	0.0	0.0	0.0	0.0	4.9E-4	0.0015	0.0015	
Semipalmated/Western Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14E-4	3.681E-4	3.956E-4	0.0	0.0	0.0	0.0	0.0	5.068E-4	0.0011772	0.0	5.807E-4	0.0	0.0	5.216E-4	4.625E-4	6.103E-4	8.065E-4	8.662E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
peep sp.	0.0	4.223E-4	0.0	6.826E-4	0.0	0.0	0.0	0.0	0.0	0.0	4.165E-4	2.878E-4	0.0	3.717E-4	0.0067008	0.022606	0.0161943	0.0122627	0.0033397	8.295E-4	5.845E-4	0.0	0.0012293	0.0035479	0.0088287	0.0277275	0.0214866	0.0296209	0.0479355	0.0584246	0.0485661	0.046689	0.0318548	0.0155912	0.0072235	0.006467	0.0032733	0.0030878	0.0028156	0.0016329	0.0	0.0	5.184E-4	9.657E-4	5.408E-4	4.9E-4	0.0	0.0	
Calidris sp.	0.0	0.0	0.0	3.413E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0015	0.0015	5.216E-4	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	4.9E-4	0.0	0.0	
Short-billed Dowitcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001947	0.0033457	0.00473	0.0156986	0.0158263	0.0098892	0.004771	0.0024886	0.0	0.0	0.0	5.068E-4	0.0029429	0.0138638	0.0116144	0.0114534	0.0166113	0.0245175	0.0245143	0.0280745	0.0173387	0.0216544	0.0167043	0.0088496	0.0069558	0.0030878	0.0023463	0.0045722	0.003012	9.474E-4	0.0	0.0	0.0	9.799E-4	0.0	0.0	
Long-billed Dowitcher	0.0	0.0	0.0	0.0	0.0	4.25E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021978	0.0239234	0.0490506	0.0381679	0.0037329	5.845E-4	0.0015	0.0	0.0	0.0011772	0.0174804	0.0209059	0.0248815	0.0261035	0.0172144	0.0124884	0.0125114	0.0084677	0.0116934	0.0311512	0.0258679	0.0257774	0.03176	0.015955	0.0143697	0.0075301	0.0023685	0.0015552	9.657E-4	5.408E-4	0.0014699	4.56E-4	0.0	
Short-billed/Long-billed Dowitcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.717E-4	0.0015767	0.0050235	0.0051527	0.0130538	0.0109733	0.0012443	0.0011689	0.0	0.0	0.0015	0.0041201	0.0066305	0.0063879	0.0102686	0.0075937	0.0057381	0.0106383	0.0054928	0.0052419	0.0069294	0.0054176	0.0078285	0.0040917	0.0026467	0.0042234	0.003919	0.0040161	0.0018948	0.0	0.0	0.0	4.9E-4	0.0	3.591E-4	
Wilson's Snipe	0.020152	0.0135135	0.0066603	0.0085324	0.0099502	0.0080748	0.0069156	0.0069548	0.011542	0.0091876	0.0145773	0.0143885	0.0198598	0.0297398	0.0335041	0.0326531	0.0195068	0.0087025	0.0028626	0.0029034	0.0011689	0.0	6.146E-4	0.0020274	0.0017657	0.0012055	0.0011614	3.949E-4	0.0028477	0.0046948	0.0087882	0.0256332	0.0149194	0.0220875	0.0293454	0.0255276	0.0274141	0.0348478	0.0286251	0.0349445	0.0351406	0.0284225	0.026957	0.0169	0.0210925	0.0279275	0.0250798	0.0140036	
Terek Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	3.949E-4	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wilson's Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025764	0.0031646	0.0090649	0.0037329	0.0015	0.0015	0.0018439	5.068E-4	0.0	0.0	0.0	0.0	4.746E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-necked Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0011042	0.0015	0.0023855	4.148E-4	5.845E-4	0.0	0.0	0.0	0.0041201	0.0012055	0.0023229	0.0047393	0.010916	0.0119979	0.0240518	0.0302106	0.0318548	0.019922	0.0194131	0.0146358	0.0118658	0.0048522	0.0023463	9.798E-4	5.02E-4	0.0	0.0	4.829E-4	0.0	0.0	0.0	0.0	
Red Phalarope	6.607E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.032E-4	0.0	0.0	0.0010211	0.0015	4.411E-4	0.0015	0.0019595	0.001506	0.0132639	0.0108865	0.0082086	0.0016225	4.9E-4	0.001368	0.0010772	
Red-necked/Red Phalarope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013876	3.052E-4	0.0016129	0.0015	0.0	3.404E-4	0.0020458	0.00397	0.0	0.0013063	0.001004	0.0	5.184E-4	0.0	0.0	0.0	0.0	0.0	
phalarope sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.216E-4	4.625E-4	6.103E-4	0.0015	4.331E-4	0.0015	0.0	0.0015	8.822E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spotted Sandpiper	0.0016518	0.0021115	0.0038059	0.0010239	4.975E-4	0.0021249	0.0020747	0.0039742	4.617E-4	0.0024178	0.0012495	8.633E-4	0.0011682	0.0022305	0.0027592	0.010675	0.0585204	0.0739715	0.1006679	0.067192	0.0596143	0.0499439	0.0442532	0.0375063	0.0470865	0.0506329	0.0499419	0.0580569	0.0493593	0.0552947	0.0430157	0.0460787	0.0254032	0.0203551	0.0094808	0.0091899	0.00491	0.0048522	9.385E-4	0.0035924	0.00251	0.0066319	0.0036288	9.657E-4	0.0027042	0.0053895	0.005016	0.0032316	
Solitary Sandpiper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0035475	0.0153846	0.0080972	0.0138449	0.0052481	0.0015	0.0	0.0	0.0	0.0	0.0	6.028E-4	0.0029036	0.0039494	0.0090176	0.0073031	0.0097132	0.0122063	0.0072581	0.0077956	0.0040632	3.404E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wandering Tattler	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	3.14E-4	0.0040486	0.005538	0.0014313	8.295E-4	0.0017534	0.0	6.146E-4	5.068E-4	0.0	6.028E-4	0.004065	0.0110585	0.0166113	0.0046948	0.0037003	0.0036619	0.0024194	0.0012993	0.0013544	6.807E-4	0.0012275	4.411E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	
Greater Yellowlegs	0.0214734	0.0173142	0.0161751	0.0143345	0.0189055	0.0093498	0.0103734	0.0188773	0.0110803	0.0125725	0.0116618	0.0210072	0.040109	0.0446097	0.0681908	0.0712716	0.0393817	0.0241297	0.0138359	0.0091248	5.845E-4	0.0016835	0.0079902	0.0121642	0.0370806	0.0614828	0.0667828	0.0778041	0.0859041	0.1022431	0.093432	0.1092463	0.0951613	0.0779558	0.0749436	0.056501	0.0531915	0.0454345	0.0431722	0.0473547	0.0461847	0.0298437	0.026957	0.0222115	0.0221741	0.0240078	0.0214318	0.0154399	
Willet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	8.295E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.052E-4	4.032E-4	0.0012993	0.0	3.404E-4	0.0015	0.0	4.693E-4	3.266E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
